condition,stimulus_string
WORDS,WHILE PERFORMING MOTORCYCLIST MEN WATCH TWO
WORDS,WAITING THE WITH YOUNG ON OTHERS SIDEWALK IS MAN THE
WORDS,OTHERS THE WAITING SIDEWALK WITH ON MAN YOUNG THE IS
WORDS,IS SIDEWALK THE ON MAN WAITING THE YOUNG WITH OTHERS
WORDS,TWO FOR PEOPLE POSE CAMERA THE
WORDS,POSE PEOPLE TWO FOR THE CAMERA
WORDS,POSE FOR CAMERA THE TWO PEOPLE
WORDS,IS MAN SLEEPING GRASS A ON THE
WORDS,A THE MAN ON IS GRASS SLEEPING
WORDS,A GRASS MAN ON THE SLEEPING IS
WORDS,AIR AND WHITE LEAPING THE A DOG IS BROWN THROUGH
WORDS,THE WHITE AIR AND THROUGH BROWN IS DOG A LEAPING
WORDS,AND LEAPING AIR WHITE IS DOG THE BROWN THROUGH A
WORDS,SITTING LEGS BOY AND OF THE BLACK A THE ROW WITH BOOTS OF ROW AT A END
WORDS,ROW THE OF AT BOOTS WITH BOY AND SITTING ROW END OF BLACK THE A LEGS A
WORDS,WITH A BOOTS THE A OF BOY AND END SITTING ROW THE OF AT LEGS BLACK ROW
WORDS,GROUPS BLUE MAN ON OF PEOPLE DISTANCE SMALL WHILE A OF CONGREGATE A LIES IN MOSTLYBARREN IN PATCH THE GRASS
WORDS,A BLUE DISTANCE MAN PEOPLE CONGREGATE PATCH IN A LIES GROUPS ON IN OF THE GRASS SMALL MOSTLYBARREN OF WHILE
WORDS,LIES THE A MAN PATCH CONGREGATE OF ON GRASS GROUPS BLUE MOSTLYBARREN DISTANCE WHILE IN OF IN SMALL A PEOPLE
WORDS,AROUND OUTSIDE A OF VARIOUS PEOPLE BUILDING HANGING
WORDS,OUTSIDE AROUND A BUILDING VARIOUS PEOPLE HANGING OF
WORDS,BUILDING VARIOUS OF AROUND PEOPLE OUTSIDE A HANGING
WORDS,PATH DOWN UMBRELLAS GIRL GUYS WITH TWO LITTLE A FOLLOWS A
WORDS,GIRL PATH FOLLOWS UMBRELLAS DOWN WITH A GUYS A LITTLE TWO
WORDS,GIRL A DOWN PATH UMBRELLAS WITH LITTLE TWO GUYS FOLLOWS A
WORDS,A SUITCASE FLOOR THE ON PACKING LADY IS A
WORDS,FLOOR PACKING IS A SUITCASE LADY THE A ON
WORDS,PACKING FLOOR ON A SUITCASE THE A IS LADY
WORDS,PLAID OUTFIT BLUE RUNNING HAT GIRL ALONG YELLOW TRAIL IN IS LITTLE THE A AND BLUE AND
WORDS,ALONG BLUE OUTFIT HAT YELLOW TRAIL PLAID IN AND GIRL THE BLUE IS RUNNING LITTLE A AND
WORDS,LITTLE TRAIL AND YELLOW IS ALONG BLUE THE GIRL A RUNNING AND PLAID IN HAT BLUE OUTFIT
WORDS,A GRASS ROCK PATH LITTLE UMBRELLAS WALKING BACKPACKS BEHIND DIRT PEOPLE WEARING MANY STEPS TWO A HAT HOLDING ALONG WEARING AND BLUE AND GIRL
WORDS,HOLDING PATH TWO BEHIND WEARING A GRASS AND UMBRELLAS STEPS BLUE ALONG AND DIRT WALKING HAT GIRL MANY LITTLE WEARING PEOPLE A ROCK BACKPACKS
WORDS,WEARING ALONG BLUE A LITTLE DIRT PATH UMBRELLAS BEHIND GRASS HOLDING WALKING STEPS WEARING MANY ROCK HAT AND TWO BACKPACKS AND A PEOPLE GIRL
WORDS,BLOND MEDICAL SUITCASE IS SUPPLIES SEARCHING IN WOMAN FOR A THE
WORDS,SUITCASE SUPPLIES THE IN FOR WOMAN A IS SEARCHING MEDICAL BLOND
WORDS,THE SUITCASE BLOND WOMAN MEDICAL A IN IS SUPPLIES FOR SEARCHING
WORDS,BUSILY JEANS A A BEIGE STACKS MOST WOMAN SUITCASE CLOTHING NEATLY FOLDED WHILE OF WITH AND THIS FILLS FLOOR A COVER SHIRT OF
WORDS,FILLS OF BUSILY COVER THIS SUITCASE BEIGE WHILE A CLOTHING NEATLY WITH FOLDED FLOOR OF WOMAN AND A A SHIRT MOST JEANS STACKS
WORDS,WITH OF SUITCASE JEANS A AND SHIRT A A NEATLY BUSILY COVER FILLS MOST CLOTHING STACKS BEIGE OF WHILE THIS WOMAN FOLDED FLOOR
WORDS,WOMAN BELONGINGS SUITCASE A INTO A YOUNG PACKS BLACK
WORDS,A SUITCASE INTO BLACK BELONGINGS WOMAN A YOUNG PACKS
WORDS,A BLACK SUITCASE A YOUNG BELONGINGS PACKS WOMAN INTO
WORDS,LONG MOUNTAINS TO THE FOR GOING A WALK PEOPLE
WORDS,GOING TO MOUNTAINS A THE LONG WALK PEOPLE FOR
WORDS,MOUNTAINS WALK GOING THE FOR PEOPLE TO A LONG
WORDS,A RESTING A ON MAN STREET
WORDS,RESTING A STREET ON A MAN
WORDS,A MAN ON A STREET RESTING
WORDS,DRUM IS COSTUME WITH A LARGE WOMAN MARCHING IN A
WORDS,DRUM WITH IS IN LARGE A MARCHING COSTUME A WOMAN
WORDS,DRUM A WOMAN LARGE COSTUME IN WITH IS MARCHING A
WORDS,THE BOXES CARRYING A DIRECT LOAD STREETS CITY AS WITH WOMAN A TOWARDS WALKS MAN WHEELS FRESH IN A OF HIM CAR ON
WORDS,CAR LOAD FRESH OF IN A DIRECT THE A WITH WOMAN STREETS MAN AS CARRYING ON BOXES WHEELS HIM CITY WALKS A TOWARDS
WORDS,OF THE CITY A LOAD WALKS WOMAN WITH ON A CAR WHEELS BOXES TOWARDS DIRECT A MAN STREETS CARRYING AS FRESH IN HIM
WORDS,MOTORCYCLIST DOES A NOSE A WHEELIE
WORDS,A A DOES NOSE WHEELIE MOTORCYCLIST
WORDS,A DOES MOTORCYCLIST A NOSE WHEELIE
WORDS,ON CURB SCOOTER MAN A A ON THE SITTING
WORDS,ON CURB THE A MAN SITTING A SCOOTER ON
WORDS,SITTING A A SCOOTER MAN ON CURB ON THE
WORDS,BIKE SIDEWALK SMOKE STOPPING HIS THE WITH A ON MAN A HAVE TO
WORDS,A HIS SIDEWALK A ON HAVE STOPPING MAN WITH BIKE TO THE SMOKE
WORDS,HIS SIDEWALK TO STOPPING A BIKE THE MAN WITH A ON SMOKE HAVE
WORDS,SIDEWALK ON IS SITTING THE A A MOTORCYCLE ON MAN
WORDS,A THE IS ON A MAN ON SITTING SIDEWALK MOTORCYCLE
WORDS,MOTORCYCLE SITTING ON A THE SIDEWALK A MAN IS ON
WORDS,MAN ON A SITTING SMOKES SCOOTER WHILE PARKED
WORDS,WHILE SMOKES SITTING A MAN SCOOTER ON PARKED
WORDS,MAN A SITTING SCOOTER ON PARKED SMOKES WHILE
WORDS,ON A SITTING ON SIDEWALK THE MAN MOTORCYCLE
WORDS,MOTORCYCLE MAN SITTING SIDEWALK THE ON ON A
WORDS,ON ON MAN SIDEWALK THE MOTORCYCLE SITTING A
WORDS,WEARING AND COUPLE BURGUNDY A WHITE DANCE BLACK
WORDS,COUPLE BLACK WEARING BURGUNDY WHITE A AND DANCE
WORDS,AND BLACK A WHITE COUPLE WEARING DANCE BURGUNDY
WORDS,OF ORANGE A BEGINNING THE THE PANTS IN WITH VESTS A YELLOW RACE PEOPLE AT AND BOTTOM AWAIT BLUE STRIPE
WORDS,THE AND RACE YELLOW PANTS ORANGE AWAIT PEOPLE AT OF BEGINNING IN BOTTOM A VESTS THE WITH BLUE STRIPE A
WORDS,A THE THE AND IN OF WITH VESTS ORANGE BLUE AWAIT A PEOPLE BEGINNING RACE STRIPE AT BOTTOM PANTS YELLOW
WORDS,AND YELLOW OF AT WITH PANTS BLUE STRIPE BEGINNING ORANGE AWAIT BOTTOM THE A PEOPLE RACE THE IN VESTS A
WORDS,AND BLUE WITH VESTS PANTS YELLOW BEGINNING OF ORANGE RACE PEOPLE AWAIT THE AT A BOTTOM THE IN STRIPE A
WORDS,IN ORANGE STRIPE A BEGINNING A AND YELLOW VESTS THE BLUE AWAIT BOTTOM THE OF AT PEOPLE WITH PANTS RACE
WORDS,AT AND AWAIT BOTTOM THE PEOPLE IN A YELLOW STRIPE THE WITH RACE ORANGE VESTS PANTS BLUE BEGINNING OF A
WORDS,STRIPE A RACE BEGINNING THE VESTS BOTTOM PANTS A WITH THE PEOPLE AND ORANGE IN BLUE YELLOW AWAIT OF AT
WORDS,BLUE A IN RACE STRIPE ORANGE THE THE BEGINNING YELLOW PANTS A VESTS WITH BOTTOM PEOPLE AT AWAIT OF AND
WORDS,OF RACE IN STRIPE A THE THE BLUE AT BEGINNING A BOTTOM PEOPLE ORANGE AND WITH VESTS PANTS YELLOW AWAIT
WORDS,OF WITH VESTS PANTS THE A STRIPE YELLOW ORANGE IN RACE BOTTOM PEOPLE AND AT BLUE THE AWAIT BEGINNING A
WORDS,PEOPLE AWAIT RACE AT OF STRIPE ORANGE YELLOW VESTS BEGINNING THE AND PANTS A THE BLUE WITH BOTTOM IN A
WORDS,IN AWAIT BEGINNING A WITH BLUE AND A ORANGE VESTS THE BOTTOM PANTS RACE PEOPLE STRIPE OF AT THE YELLOW
WORDS,BLUE AND YELLOW A VESTS PEOPLE BEGINNING WITH IN A ORANGE AT BOTTOM THE PANTS STRIPE RACE OF AWAIT THE
WORDS,A STRIPE THE THE IN BEGINNING PEOPLE AWAIT VESTS BOTTOM ORANGE BLUE RACE WITH PANTS YELLOW A AT AND OF
WORDS,FROM BACKGROUND WITH STORY SCREEN TOY THE PICTURE MOVIE IN YOUNG CARPETED A YOUNG AND A ON DANCING BIG A LADY MAN A ON FLOOR THE
WORDS,WITH A SCREEN DANCING A BIG A THE TOY LADY STORY CARPETED FROM ON FLOOR IN BACKGROUND AND YOUNG ON THE PICTURE YOUNG MOVIE A MAN
WORDS,A FLOOR LADY IN CARPETED STORY A THE MOVIE BIG YOUNG WITH SCREEN THE A ON YOUNG A DANCING AND FROM TOY ON PICTURE MAN BACKGROUND
WORDS,WEARING IS YELLOW A THE A YELLOW ACROSS JUMPSUIT AND RAIL SLIDING SKIER
WORDS,THE A YELLOW WEARING ACROSS SKIER IS JUMPSUIT AND SLIDING YELLOW A RAIL
WORDS,ACROSS SLIDING YELLOW RAIL SKIER AND JUMPSUIT YELLOW IS A A WEARING THE
WORDS,HELD SECURITY JP EVENT TRACK MORGAN CHASE BY A WITH
WORDS,SECURITY WITH CHASE A MORGAN EVENT HELD BY JP TRACK
WORDS,CHASE JP A MORGAN BY WITH TRACK SECURITY EVENT HELD
WORDS,WEARING COSTUMES TWO PEOPLE DANCE DANCING
WORDS,DANCING WEARING DANCE COSTUMES PEOPLE TWO
WORDS,DANCE WEARING PEOPLE COSTUMES DANCING TWO
WORDS,A AN HORSE WITH ENGLISH WAGON PULLED FARMER
WORDS,HORSE A WAGON FARMER PULLED ENGLISH AN WITH
WORDS,HORSE ENGLISH WITH PULLED A FARMER WAGON AN
WORDS,BACKGROUND GAME WHILE THE BEING SUN SOCCER PLAYED IN CHILDRENS SETS THE
WORDS,THE PLAYED THE SETS WHILE BACKGROUND SOCCER CHILDRENS IN BEING GAME SUN
WORDS,GAME SUN IN BEING SOCCER CHILDRENS BACKGROUND PLAYED WHILE THE THE SETS
WORDS,TEAM FIELD TEAM RED ON AND MANICURED PLAYED BY GAME BLUE PERFECTLY A AT DUSK A A A SOCCER
WORDS,PERFECTLY SOCCER BY PLAYED A AND RED TEAM A ON BLUE GAME MANICURED TEAM A DUSK AT A FIELD
WORDS,A TEAM MANICURED GAME ON DUSK A FIELD PERFECTLY RED A TEAM PLAYED BY AT AND SOCCER BLUE A
WORDS,TWO TEAMS FIELD COMPETING SOCCER A SOCCER ON ARE
WORDS,FIELD ON TEAMS COMPETING A SOCCER TWO ARE SOCCER
WORDS,ARE COMPETING SOCCER FIELD TWO SOCCER TEAMS ON A
WORDS,TEAMS BEHIND TREES FIELD SETS A SUN LINE A OF PLAY THE SOCCER ON AS
WORDS,LINE OF FIELD AS THE BEHIND TREES SOCCER PLAY A A ON SETS SUN TEAMS
WORDS,FIELD TEAMS THE SUN SOCCER BEHIND AS ON A OF LINE A SETS TREES PLAY
WORDS,SERVING MEN FOOD TWO PREPARING
WORDS,PREPARING TWO FOOD SERVING MEN
WORDS,PREPARING TWO SERVING FOOD MEN
WORDS,A AT OCCURRING GAME SUNSET SOCCER
WORDS,A GAME AT SUNSET SOCCER OCCURRING
WORDS,AT GAME A SUNSET OCCURRING SOCCER
WORDS,AT WHITE GRAY A AND HOODIE STRIPED SMALL CHILD WEARING PLAYS BROWN PARK
WORDS,CHILD WEARING GRAY AT WHITE SMALL HOODIE A STRIPED PLAYS BROWN PARK AND
WORDS,PLAYS PARK BROWN CHILD STRIPED GRAY AT A AND SMALL WEARING HOODIE WHITE
WORDS,IS A ON ROPES BROWN PLAYING PARK PANTS AT BOY LITTLE A IN
WORDS,BROWN BOY PARK IN PLAYING ON ROPES A LITTLE A PANTS AT IS
WORDS,BOY PARK AT LITTLE A ON A IN PLAYING ROPES PANTS IS BROWN
WORDS,STRIPED PLAYS ON TODDLER ON ROPE PLAYGROUND SWEATSHIRT IN
WORDS,ON ON PLAYS PLAYGROUND IN TODDLER SWEATSHIRT ROPE STRIPED
WORDS,IN ON STRIPED ON SWEATSHIRT PLAYGROUND PLAYS ROPE TODDLER
WORDS,A A THE TRUCK LOOKING OPEN CAR WOMAN PINK HAT WITH PINK WEARING AT A IS
WORDS,A CAR TRUCK WEARING LOOKING WITH HAT A WOMAN OPEN IS THE A PINK AT PINK
WORDS,A A WEARING LOOKING A AT IS THE CAR HAT OPEN WOMAN PINK TRUCK WITH PINK
WORDS,A MAN LOOKING UP IS BLUE SHIRT IN A
WORDS,A SHIRT A LOOKING UP MAN IN IS BLUE
WORDS,IS A IN SHIRT MAN BLUE UP LOOKING A
WORDS,ON AMUSEMENT THEMSELVES AN RIDE ENJOYING THREE GIRLS
WORDS,THEMSELVES AN RIDE AMUSEMENT THREE ON GIRLS ENJOYING
WORDS,AMUSEMENT THEMSELVES ON THREE RIDE ENJOYING AN GIRLS
WORDS,EMPLOYEE BAGGED BY HAVING AN AT WALMART GROCERIES CHECKOUT WOMAN HER
WORDS,WOMAN HER BY BAGGED GROCERIES HAVING AN AT WALMART CHECKOUT EMPLOYEE
WORDS,WOMAN CHECKOUT GROCERIES BY WALMART EMPLOYEE AT BAGGED AN HER HAVING
WORDS,TREADS DOG BROWN THROUGH WATER
WORDS,THROUGH DOG TREADS WATER BROWN
WORDS,WATER TREADS THROUGH DOG BROWN
WORDS,OUT IS WITH WALMART WOMAN AS IS CHILDREN A WAITING SHE CHECKED AT
WORDS,WOMAN WAITING A AT CHILDREN IS SHE OUT AS WITH IS WALMART CHECKED
WORDS,A IS CHECKED WAITING AS AT CHILDREN WOMAN WALMART WITH SHE IS OUT
WORDS,A WOMAN IS OUT WALMART TWO BLOND AT REGISTER A CHILDREN CHECKING WITH
WORDS,CHECKING BLOND A A OUT WITH CHILDREN AT IS WALMART TWO REGISTER WOMAN
WORDS,WALMART A WITH A BLOND WOMAN CHECKING TWO CHILDREN REGISTER OUT AT IS
WORDS,IN LOOKING A AT SITTING A WOMAN CAMERA THE LAUNDROMAT
WORDS,A AT LAUNDROMAT IN LOOKING SITTING WOMAN A THE CAMERA
WORDS,SITTING A LOOKING WOMAN THE AT LAUNDROMAT IN CAMERA A
WORDS,PADDLES YOUNG THE WATER MAKESHIFT IN BOY A A ACROSS BOAT
WORDS,MAKESHIFT YOUNG ACROSS THE A IN A BOY WATER PADDLES BOAT
WORDS,A BOY WATER IN A PADDLES BOAT MAKESHIFT YOUNG THE ACROSS
WORDS,PLAYER THROW IS A BASEBALL A TO ABOUT BASEBALL
WORDS,IS PLAYER ABOUT THROW BASEBALL A A BASEBALL TO
WORDS,TO A IS BASEBALL ABOUT A BASEBALL PLAYER THROW
WORDS,THE DOG ZIPS A BEACH ALONG
WORDS,BEACH ALONG THE A DOG ZIPS
WORDS,BEACH A ZIPS DOG ALONG THE
WORDS,RUNS DOG ROCKY ALONG A WHITE SHORELINE A
WORDS,A DOG ROCKY RUNS WHITE A ALONG SHORELINE
WORDS,A SHORELINE ROCKY DOG ALONG A RUNS WHITE
WORDS,LAP A WHITE ALONG DOG A BEACH RUNS FUZZY ROCKY
WORDS,ALONG FUZZY BEACH RUNS DOG ROCKY LAP A A WHITE
WORDS,LAP A A RUNS ROCKY BEACH ALONG DOG WHITE FUZZY
WORDS,ON WHITE SMALL RUNNING BEACH PEBBLE DOG A COVERED A
WORDS,RUNNING A DOG SMALL A PEBBLE ON WHITE COVERED BEACH
WORDS,WHITE BEACH RUNNING PEBBLE SMALL A A COVERED DOG ON
WORDS,THROWING HIS PUTTING BALL PLAYER A IN IS MIGHT BASEBALL A ALL TO
WORDS,THROWING ALL PUTTING A HIS BALL TO A BASEBALL PLAYER MIGHT IN IS
WORDS,MIGHT PLAYER TO A PUTTING BASEBALL THROWING HIS A IN BALL IS ALL
WORDS,ARE CHEERLEADERS THE CHEERING FIELD ON
WORDS,FIELD ARE ON CHEERLEADERS THE CHEERING
WORDS,THE CHEERING FIELD ARE CHEERLEADERS ON
WORDS,FIELD CHEERING ARE THE ON CHEERLEADERS
WORDS,ON CHEERING CHEERLEADERS FIELD THE ARE
WORDS,THE ARE CHEERLEADERS FIELD ON CHEERING
WORDS,FIELD CHEERING THE ON ARE CHEERLEADERS
WORDS,CHEERLEADERS CHEERING ON ARE FIELD THE
WORDS,CHEERLEADERS THE CHEERING ARE FIELD ON
WORDS,THE ARE ON FIELD CHEERING CHEERLEADERS
WORDS,CHEERING CHEERLEADERS ON FIELD THE ARE
WORDS,FIELD THE CHEERLEADERS CHEERING ARE ON
WORDS,THE FIELD CHEERLEADERS ARE ON CHEERING
WORDS,THE CHEERING ARE ON CHEERLEADERS FIELD
WORDS,ARE ON CHEERING THE FIELD CHEERLEADERS
WORDS,BOOMBOX A HOLDING WOMAN A
WORDS,HOLDING WOMAN BOOMBOX A A
WORDS,BOOMBOX HOLDING A WOMAN A
WORDS,BLUE A UP CAMERA IN HAT THE AND WOMAN LOOKS SHIRT GREEN AT A
WORDS,A BLUE AND THE CAMERA IN A LOOKS GREEN WOMAN UP HAT AT SHIRT
WORDS,WOMAN SHIRT THE HAT A LOOKS UP GREEN AND A AT CAMERA BLUE IN
WORDS,CHEER CHEERLEADERS A FOOTBALL ARE A DOING AT FIELD
WORDS,A CHEERLEADERS CHEER ARE AT FIELD FOOTBALL DOING A
WORDS,A FIELD ARE CHEER AT CHEERLEADERS FOOTBALL A DOING
WORDS,EXCITED A HOLDS AS BOOMBOX AN AT A WOMAN RAILING RED SHE ONE SIDE TO STANDS SMILING
WORDS,AN RED SMILING AT BOOMBOX A TO SHE ONE RAILING A EXCITED SIDE WOMAN HOLDS AS STANDS
WORDS,A AT BOOMBOX A EXCITED SMILING RED RAILING AN WOMAN TO STANDS ONE AS HOLDS SHE SIDE
WORDS,SHIRT WEARING KNEELING A A LADY BLUE IS
WORDS,KNEELING A BLUE A IS WEARING SHIRT LADY
WORDS,A LADY IS WEARING A KNEELING BLUE SHIRT
WORDS,PEOPLE IN OF FRONT THE A WALL THREE SILHOUETTE OF
WORDS,OF OF WALL SILHOUETTE THREE FRONT IN THE PEOPLE A
WORDS,THE A PEOPLE FRONT OF IN WALL SILHOUETTE OF THREE
WORDS,GESTURES HAND TWO TO WEARING NEXT ARE MAKING PEOPLE ANOTHER ONE CLOTHING BLUE
WORDS,TO MAKING BLUE PEOPLE HAND CLOTHING ARE ONE NEXT WEARING TWO GESTURES ANOTHER
WORDS,BLUE CLOTHING WEARING ARE NEXT HAND GESTURES ONE ANOTHER TWO PEOPLE TO MAKING
WORDS,AND IN WATER BLACK SPLASHES SPOTTED DOG THE A WHITE
WORDS,WHITE SPLASHES A IN THE BLACK DOG AND WATER SPOTTED
WORDS,WATER A IN SPLASHES BLACK SPOTTED AND WHITE DOG THE
WORDS,SHIRTS LARGE A WAVES PINK WEARING GROUP TO ONLOOKERS
WORDS,SHIRTS PINK WEARING A GROUP ONLOOKERS WAVES TO LARGE
WORDS,A PINK WEARING GROUP TO SHIRTS LARGE WAVES ONLOOKERS
WORDS,BABY A STRAND PLAYING OF WITH BEADS A IS
WORDS,OF STRAND BEADS A A WITH PLAYING IS BABY
WORDS,BABY A BEADS IS A WITH PLAYING STRAND OF
WORDS,PERFORMING ARE A ON PEOPLE STAGE
WORDS,ON PEOPLE PERFORMING A STAGE ARE
WORDS,PEOPLE STAGE PERFORMING A ARE ON
WORDS,PARK A IS WOMAN RUNNING A IN MARATHON A
WORDS,WOMAN A IN IS A A PARK MARATHON RUNNING
WORDS,A PARK IN A WOMAN A IS MARATHON RUNNING
WORDS,POINT A KIND WHILE ACT OF OF PERFORMING FORWARDS GROUP PEOPLE SOME
WORDS,A WHILE PEOPLE KIND OF GROUP SOME POINT FORWARDS ACT OF PERFORMING
WORDS,GROUP PEOPLE FORWARDS A OF OF SOME ACT KIND POINT WHILE PERFORMING
WORDS,ARE SEVERAL SYNC DANCING PEOPLE IN TOGETHER
WORDS,IN PEOPLE DANCING SEVERAL ARE TOGETHER SYNC
WORDS,SEVERAL PEOPLE DANCING IN ARE SYNC TOGETHER
WORDS,DANCING OF PEOPLE GROUP
WORDS,OF GROUP DANCING PEOPLE
WORDS,OF PEOPLE GROUP DANCING
WORDS,ENJOYS ADULT AN A HOT TUB COUPLE TIME IN
WORDS,IN COUPLE ADULT A TIME HOT TUB ENJOYS AN
WORDS,IN ADULT HOT A TUB TIME ENJOYS AN COUPLE
WORDS,GUITAR PLAYING IS AN AVERAGE LOOKING MAN THE
WORDS,AN MAN LOOKING PLAYING GUITAR THE IS AVERAGE
WORDS,LOOKING AVERAGE MAN GUITAR IS PLAYING AN THE
WORDS,BEACH ONE DOGS TAN WHITE RACING TAN DOWN WATER DOG TWO AND NEAR THE THE AND
WORDS,AND RACING TWO TAN DOGS AND THE DOG DOWN TAN BEACH ONE NEAR WHITE THE WATER
WORDS,BEACH DOWN THE AND DOG TWO AND NEAR RACING ONE WHITE WATER TAN THE DOGS TAN
WORDS,MAN THE ARE DOWN WOMAN STREET HOLDING AND WALKING A HANDS
WORDS,A HOLDING WALKING HANDS WOMAN STREET MAN THE ARE AND DOWN
WORDS,HANDS STREET ARE DOWN AND MAN THE HOLDING WALKING WOMAN A
WORDS,A HIS AT MAN USING WHILE DESK SEATED IS COMPUTER A
WORDS,WHILE A COMPUTER A MAN DESK AT HIS SEATED IS USING
WORDS,WHILE A IS MAN SEATED COMPUTER A HIS USING DESK AT
WORDS,A CAMERA THE SITTING FORMAL IS A IN FILMING CREW TWO MIDDLE PARK OF WOMEN BLANKET ON A IN DRESSES
WORDS,WOMEN CAMERA DRESSES CREW THE TWO A IN BLANKET SITTING A A IN IS OF FORMAL ON MIDDLE FILMING PARK
WORDS,TWO A CREW SITTING ON OF MIDDLE DRESSES IN A FORMAL IS FILMING THE BLANKET A PARK WOMEN CAMERA IN
WORDS,SITTING GAME CHESS DOWN A ALONE MAN OF PLAYING
WORDS,A GAME CHESS OF SITTING ALONE MAN DOWN PLAYING
WORDS,MAN CHESS SITTING DOWN OF GAME ALONE A PLAYING
WORDS,TO IN UP RUNNING AS BACK TO TWO WOMAN CATCH THE TRY GUYS HER YOUNG
WORDS,BACK UP TO IN THE TO HER RUNNING GUYS YOUNG AS TWO WOMAN TRY CATCH
WORDS,WOMAN RUNNING BACK TO YOUNG CATCH UP GUYS TO AS THE IN TWO TRY HER
WORDS,SHIRT FRONT OUT CHESSBOARD A SITS LAID A IN OF HIM OUTSIDE WITH A ALONE MAN BLUE IN
WORDS,LAID OF MAN HIM OUTSIDE FRONT SITS IN A A A OUT SHIRT ALONE BLUE WITH CHESSBOARD IN
WORDS,A CHESSBOARD LAID ALONE SITS BLUE A A WITH IN MAN SHIRT FRONT OF HIM IN OUT OUTSIDE
WORDS,BLUE PLAYING TABLE CHESS IN AT A MAN IN AND A BLACK SHORTS SITS SHIRT WHILE DRESSED
WORDS,AT AND WHILE IN PLAYING TABLE BLUE CHESS A BLACK SHIRT SHORTS SITS A DRESSED MAN IN
WORDS,BLUE SHORTS AND AT MAN BLACK PLAYING IN A DRESSED SHIRT SITS A CHESS TABLE IN WHILE
WORDS,UP SHORTS A YOUNG SET A MAN GAME ALONE IN BLUE TABLE A AND IN SITS FRONT BLAZER OF CHESS WITH
WORDS,SITS A BLUE YOUNG A WITH UP TABLE GAME IN ALONE CHESS MAN OF A SET IN SHORTS BLAZER AND FRONT
WORDS,CHESS FRONT IN GAME A YOUNG SITS WITH A ALONE SHORTS MAN BLUE A SET BLAZER OF TABLE UP IN AND
WORDS,ASIAN FOR BEHIND WAITING YOUNG SITS PLAYER THE TO OTHER A A ARRIVE SET MAN CHESSBOARD
WORDS,SET ARRIVE MAN A BEHIND SITS OTHER PLAYER WAITING ASIAN TO A CHESSBOARD THE FOR YOUNG
WORDS,THE CHESSBOARD BEHIND SITS TO OTHER A MAN YOUNG SET PLAYER FOR WAITING A ASIAN ARRIVE
WORDS,DRINK GRAFFITIED A TWO BEER YOUNG MEN WALL LEANING ON
WORDS,GRAFFITIED DRINK ON MEN BEER TWO YOUNG LEANING A WALL
WORDS,ON WALL A YOUNG LEANING MEN BEER GRAFFITIED TWO DRINK
WORDS,SAFETY DANGER AIRLIFTED A TO MAN AFTER IN BEING BEING
WORDS,SAFETY AIRLIFTED A MAN BEING IN AFTER DANGER BEING TO
WORDS,AFTER TO IN AIRLIFTED BEING SAFETY BEING MAN DANGER A
WORDS,MEETING A SPEAKER SHIRT A PEOPLE IN ATTENTION IN SETTING TO ORANGE PAYING AN
WORDS,A MEETING SPEAKER IN TO PAYING IN AN ORANGE SHIRT ATTENTION PEOPLE A SETTING
WORDS,MEETING SETTING TO SPEAKER PEOPLE AN PAYING IN SHIRT IN A ATTENTION A ORANGE
WORDS,SITTING A OF A YOUNG CONFERENCE PEOPLE MEETING TABLE AT
WORDS,AT CONFERENCE A MEETING A PEOPLE SITTING YOUNG OF TABLE
WORDS,A AT YOUNG PEOPLE CONFERENCE MEETING OF A TABLE SITTING
WORDS,IN OTHER IN LISTENING A WHERE PEOPLE A ARE A THREE ROOM IS AT WOMAN TO A RED SPEAKING TABLE SHIRT HER
WORDS,WOMAN IN ROOM OTHER A PEOPLE ARE A A HER LISTENING A WHERE RED TABLE SPEAKING IS IN SHIRT TO AT THREE
WORDS,IS A LISTENING THREE WHERE A IN SPEAKING ARE PEOPLE HER TABLE OTHER SHIRT A ROOM TO IN WOMAN A RED AT
WORDS,IN MAN WINDOWS BUILDING A TO WOMAN TWO OFFICE A TALKS AND AN WITH WOMEN LARGE NOTEPADS WITH OTHER
WORDS,WITH WOMAN WITH AND AN TWO TALKS IN LARGE WOMEN TO NOTEPADS OFFICE A WINDOWS BUILDING A OTHER MAN
WORDS,IN WOMAN WITH LARGE A WITH TO AN MAN AND TALKS OTHER OFFICE WINDOWS A BUILDING NOTEPADS TWO WOMEN
WORDS,MAN A AND BUILDING WOMEN AN OTHER OFFICE WOMAN NOTEPADS A TO WITH WITH WINDOWS TWO TALKS LARGE IN
WORDS,WOMAN IN TWO LARGE OFFICE MAN TALKS A WITH TO AND BUILDING OTHER WOMEN AN WINDOWS A WITH NOTEPADS
WORDS,AN A WITH TWO AND NOTEPADS BUILDING OFFICE LARGE WINDOWS WOMEN WOMAN WITH IN TALKS TO MAN A OTHER
WORDS,WINDOWS NOTEPADS A WOMAN OTHER AN WITH IN BUILDING TO TALKS LARGE OFFICE TWO MAN AND WITH A WOMEN
WORDS,WITH TWO TO WINDOWS AND NOTEPADS WOMAN OFFICE MAN A AN TALKS IN WOMEN OTHER A WITH LARGE BUILDING
WORDS,WOMAN AND LARGE OFFICE TO A A IN OTHER TWO WOMEN WINDOWS WITH WITH BUILDING AN MAN TALKS NOTEPADS
